A1,A2,ttest_p,A2_expr_A1_NE,A2_expr_A1_E,ttest_p_correct,SL,percent_matched_in_paralog,WGD,either_in_complex,in_same_complex,A1_ensembl,A2_ensembl,A1_entrez,A2_entrez,copy_number_driven,nonsense_mutation_driven
TFDP1,TFDP3,0.7325769430395317,0.03291389889139825,0.041857287432658284,0.9158209719326742,False,0.746341,WGD,True,False,ENSG00000198176,ENSG00000183434,7027,51270,False,False
TFDP1,TFDP2,1.8310332134424557e-06,4.577004135788334,4.2214606352482615,6.801909179876766e-05,True,0.634146,WGD,True,False,ENSG00000198176,ENSG00000114126,7027,7029,False,False
PGLYRP1,PGLYRP3,0.6737931479077169,0.12735470131787616,0.07046880176452308,0.892993132055109,False,0.397959,SSD,False,False,ENSG00000008438,ENSG00000159527,8993,114771,False,False
PGLYRP1,PGLYRP4,0.3560082615434768,0.20327451914086064,0.039846871394069235,0.7404436971709946,False,0.382653,SSD,False,False,ENSG00000008438,ENSG00000163218,8993,57115,False,False
CAV2,CAV1,0.4063903716058833,5.9346274404973185,6.983068134086668,0.7719577997363384,False,0.33950600000000003,SSD,True,False,ENSG00000105971,ENSG00000105974,858,857,False,False
CAV2,CAV3,0.6686606898882483,0.1664669070861146,0.06651575206483333,0.8918093528829095,False,0.308642,WGD,True,False,ENSG00000105971,ENSG00000182533,858,859,False,False
OR6C6,OR6C1,0.7293473306224554,0.0010052140725710092,0.0,0.9151902936799122,False,0.621019,SSD,False,False,ENSG00000188324,ENSG00000205330,283365,390321,False,False
OR6C6,OR6C3,0.6714416974696634,0.0015702835977110092,0.0,0.8923181576449083,False,0.6528660000000001,SSD,False,False,ENSG00000188324,ENSG00000205329,283365,254786,False,False
OR6C6,OR6C70,0.550646622611807,0.025668839090003854,0.0,0.8445041605954864,False,0.7261150000000001,SSD,False,False,ENSG00000188324,ENSG00000184954,283365,390327,False,False
OR6C6,OR6C76,0.7574203028416195,0.0020957567456629357,0.0,0.9260145396766676,False,0.694268,SSD,False,False,ENSG00000188324,ENSG00000185821,283365,390326,False,False
OR6C6,OR6C74,0.7522399017159485,0.0006990470530293579,0.0,0.924180450679594,False,0.6974520000000001,SSD,False,False,ENSG00000188324,ENSG00000197706,283365,254783,False,False
OR6C6,OR6C65,0.8077771549932731,0.0008593780594981651,0.0,0.9383586126317728,False,0.6687899999999999,SSD,False,False,ENSG00000188324,ENSG00000205328,283365,403282,False,False
OR6C6,OR2AP1,0.8558533349200317,0.00010484092549284404,0.0,0.9505450735573509,False,0.6305729999999999,SSD,False,False,ENSG00000188324,ENSG00000179615,283365,121129,False,False
OR6C6,OR6C4,0.8408516171176171,0.0006297920709480735,0.0,0.9465423080983324,False,0.624204,SSD,False,False,ENSG00000188324,ENSG00000179626,283365,341418,False,False
OR6C6,OR6C75,0.7969299096646058,0.0004913445253576146,0.0,0.9351394964777489,False,0.691083,SSD,False,False,ENSG00000188324,ENSG00000187857,283365,390323,False,False
SCTR,VIPR2,0.6057381588114539,0.22179658957710205,0.3413448550193444,0.8748157720308966,False,0.44318199999999996,WGD,False,False,ENSG00000080293,ENSG00000106018,6344,7434,False,False
SCTR,ADCYAP1R1,0.7658186684149488,0.2904338345815977,0.18860638424734447,0.9264825678608516,False,0.4613640000000001,WGD,False,False,ENSG00000080293,ENSG00000078549,6344,117,False,False
SCTR,GHRHR,0.1163917255780722,0.08429313430051356,0.21720511898189998,0.4433832689170714,False,0.4,WGD,False,False,ENSG00000080293,ENSG00000106128,6344,2692,False,False
SCTR,VIPR1,0.6169708535221667,1.5037469197036106,1.7896039345406447,0.8779113952432236,False,0.4727270000000001,WGD,False,False,ENSG00000080293,ENSG00000114812,6344,7433,False,False
SCTR,GIPR,0.30050352566913235,1.4431606120542702,1.0495461084212672,0.6964049959951322,False,0.379545,WGD,False,False,ENSG00000080293,ENSG00000010310,6344,2696,False,False
SCTR,GCGR,0.12515702040932594,0.098238252188629,0.26253259480920005,0.46084209626378203,False,0.375,SSD,False,False,ENSG00000080293,ENSG00000215644,6344,2642,False,False
SCTR,GLP1R,0.7536138242777871,0.05911984365791158,0.09162141339893333,0.9243571756076578,False,0.388636,SSD,False,False,ENSG00000080293,ENSG00000112164,6344,2740,False,False
SCTR,GLP2R,0.90363499500684,0.4128904765778133,0.44871191086562223,0.9658565535552718,False,0.370455,SSD,False,False,ENSG00000080293,ENSG00000065325,6344,9340,False,False
SCTR,PTH1R,0.2485038752829732,0.4948096715574896,0.8346034296079333,0.6367771833258009,False,0.402273,SSD,True,False,ENSG00000080293,ENSG00000160801,6344,5745,False,False
SCTR,PTH2R,0.08577696392794328,0.3975262831023213,0.9302083646114444,0.3773705532863545,False,0.365909,WGD,False,False,ENSG00000080293,ENSG00000144407,6344,5746,False,False
ACTB,ACTG1,0.0040873939084444455,11.235901600257916,11.02870932813711,0.0523686917494168,True,0.989333,WGD,True,True,ENSG00000075624,ENSG00000184009,60,71,True,False
ACTA1,ACTG1,0.7276236351541279,11.095999157479262,11.15239875098077,0.9139698242292148,False,0.931034,SSD,True,False,ENSG00000143632,ENSG00000184009,58,71,False,False
ACTR1A,ACTG1,0.10159261996456363,10.940881066939678,11.118527025455872,0.4149632193477753,False,0.5319149999999999,SSD,True,False,ENSG00000138107,ENSG00000184009,10121,71,False,False
ACTL7A,ACTG1,0.4177694457867685,11.103274364777622,10.93233600396067,0.773742620339966,False,0.370115,SSD,True,False,ENSG00000187003,ENSG00000184009,10881,71,False,False
ACTR1B,ACTG1,0.6773987486575928,11.111101848320637,11.082349759591125,0.8939608352407508,False,0.539894,SSD,True,False,ENSG00000115073,ENSG00000184009,10120,71,False,False
ACTA1,ACTB,0.21670437152637312,11.27576154072326,11.082260732823077,0.597746065220813,False,0.928382,SSD,True,False,ENSG00000143632,ENSG00000075624,58,60,False,False
ACTR1A,ACTB,0.30960444306911866,11.171840507250002,11.27863162826378,0.7037279846444341,False,0.529255,SSD,True,False,ENSG00000138107,ENSG00000075624,10121,60,False,False
ACTL7A,ACTB,0.2663319660317228,11.272823942501446,11.045917836466666,0.6571954429029779,False,0.37241399999999997,SSD,True,False,ENSG00000187003,ENSG00000075624,10881,60,False,False
ACTR1B,ACTB,0.1107106018130004,11.312853867617452,11.206269825514168,0.4341293929931396,False,0.537234,SSD,True,False,ENSG00000115073,ENSG00000075624,10120,60,False,False
ACTG1,ACTB,0.4125002214666229,11.29051142091588,11.235729451488009,0.7723572125095495,False,0.989333,WGD,True,True,ENSG00000184009,ENSG00000075624,71,60,False,False
ACTB,ACTA1,0.7315707515923757,0.2627280514337695,0.2788964323010918,0.9158209719326742,False,0.933333,SSD,True,False,ENSG00000075624,ENSG00000143632,60,58,False,False
ACTR1A,ACTA1,0.5616073652651743,0.23699853134899354,0.2780309498556463,0.8512242972319566,False,0.523936,SSD,False,False,ENSG00000138107,ENSG00000143632,10121,58,False,False
ACTL7A,ACTA1,0.8241212933595377,0.27426523784963114,0.2437448714442933,0.9450337082296351,False,0.370115,SSD,False,False,ENSG00000187003,ENSG00000143632,10881,58,False,False
ACTR1B,ACTA1,0.5133559587916676,0.2861731939466239,0.25677813905573205,0.8288192999132064,False,0.529255,SSD,False,False,ENSG00000115073,ENSG00000143632,10120,58,False,False
ACTG1,ACTA1,0.3837633834031468,0.29046789760451314,0.25132234158673444,0.7562431895906208,False,0.9359999999999999,SSD,True,False,ENSG00000184009,ENSG00000143632,71,58,False,False
ACTB,ACTC1,0.3194411187929575,0.4371777195699583,0.3306938360024066,0.7119331042367358,False,0.941333,SSD,True,False,ENSG00000075624,ENSG00000159251,60,70,False,False
ACTA1,ACTC1,0.38319603405431024,0.35684920121957203,0.5654035818665923,0.7561597989988648,False,0.98939,WGD,False,False,ENSG00000143632,ENSG00000159251,58,70,False,False
ACTR1A,ACTC1,0.044706620371847035,0.08103329386765483,0.4026276568143716,0.2633320408292295,False,0.529255,SSD,False,False,ENSG00000138107,ENSG00000159251,10121,70,False,False
ACTL7A,ACTC1,0.31877218477154545,0.3750485589904363,0.06437987177467999,0.7116827083910962,False,0.37241399999999997,SSD,False,False,ENSG00000187003,ENSG00000159251,10881,70,False,False
ACTR1B,ACTC1,0.0429068843707951,0.4560316673057045,0.2496788659936425,0.2584711293504109,False,0.534574,SSD,False,False,ENSG00000115073,ENSG00000159251,10120,70,False,False
ACTG1,ACTC1,0.0013130142239423225,0.5086305606943818,0.18222201607935226,0.021749612923245117,True,0.938667,SSD,True,False,ENSG00000184009,ENSG00000159251,71,70,False,False
ACTB,ACTL9,0.2857131114534954,0.0015119202058759356,0.004914836808799183,0.6796918960610248,False,0.418667,SSD,True,False,ENSG00000075624,ENSG00000181786,60,284382,False,False
ACTA1,ACTL9,0.93749182334312,0.0037924430351128787,0.0032332409534038464,0.9799489954958552,False,0.405836,SSD,False,False,ENSG00000143632,ENSG00000181786,58,284382,False,False
ACTR1A,ACTL9,0.8040884489056841,0.002712412974090323,0.0038989930547449186,0.9374312501819656,False,0.353723,SSD,False,False,ENSG00000138107,ENSG00000181786,10121,284382,False,False
ACTL7A,ACTL9,0.2784199571396884,0.003493664367998145,0.01355927286514,0.6717603731448747,False,0.38390799999999997,SSD,False,False,ENSG00000187003,ENSG00000181786,10881,284382,False,False
ACTR1B,ACTL9,0.182634764047538,0.005521862234492038,0.00146920602374,0.5522002866440422,False,0.359043,SSD,False,False,ENSG00000115073,ENSG00000181786,10120,284382,False,False
ACTG1,ACTL9,0.6534171242590608,0.003172064635866134,0.004537833843576764,0.8871670557145805,False,0.418667,SSD,True,False,ENSG00000184009,ENSG00000181786,71,284382,False,False
ACTB,ACTL7B,0.5047141293702107,0.01707232858893797,0.015365252990783106,0.8255850193293858,False,0.442667,SSD,True,False,ENSG00000075624,ENSG00000148156,60,10880,False,False
ACTA1,ACTL7B,0.9936978211455132,0.01594358944803807,0.01589838712248846,0.9969143171517968,False,0.41909799999999997,SSD,False,False,ENSG00000143632,ENSG00000148156,58,10880,False,False
ACTR1A,ACTL7B,0.9708976183434002,0.01606585381772259,0.01592579340863821,0.9900159403295395,False,0.369681,SSD,False,False,ENSG00000138107,ENSG00000148156,10121,10880,False,False
ACTL7A,ACTL7B,0.3761806161325069,0.016120083066818922,0.009523234715559999,0.7493289821994416,False,0.5425289999999999,SSD,False,False,ENSG00000187003,ENSG00000148156,10881,10880,False,False
ACTR1B,ACTL7B,0.1831683091577476,0.014534156963104141,0.017782700030558752,0.5528512715828555,False,0.388298,SSD,False,False,ENSG00000115073,ENSG00000148156,10120,10880,False,False
ACTG1,ACTL7B,0.04024759395623878,0.013767187033869331,0.01876532677239709,0.24845073240635895,False,0.442667,SSD,True,False,ENSG00000184009,ENSG00000148156,71,10880,False,False
ACTB,ACTRT1,0.22811384074781596,0.005938328584219253,0.002737052404720981,0.6114853510737781,False,0.482667,SSD,True,False,ENSG00000075624,ENSG00000123165,60,139741,False,False
ACTA1,ACTRT1,0.9244229565161141,0.0038440852328875,0.0032803336468076928,0.9740730649560531,False,0.472149,SSD,False,False,ENSG00000143632,ENSG00000123165,58,139741,False,False
ACTR1A,ACTRT1,0.8804906816589377,0.004349932208683871,0.0037505485382991867,0.9579363729454016,False,0.382979,SSD,False,False,ENSG00000138107,ENSG00000123165,10121,139741,False,False
ACTL7A,ACTRT1,0.7995558421069303,0.0038708655391183674,0.0019046101464533331,0.9357506599621112,False,0.301149,SSD,False,False,ENSG00000187003,ENSG00000123165,10881,139741,False,False
ACTR1B,ACTRT1,0.5349453300106545,0.004499293590482802,0.0029257812098750003,0.8374714468160286,False,0.396277,SSD,False,False,ENSG00000115073,ENSG00000123165,10120,139741,False,False
ACTG1,ACTRT1,0.2825452034960157,0.005002158065847923,0.0022792124612912865,0.6763501978666667,False,0.48,SSD,True,False,ENSG00000184009,ENSG00000123165,71,139741,False,False
ACTB,ACTRT2,0.28054946069178643,0.00015277621495614972,0.0012306061866991823,0.6748235686678296,False,0.482667,SSD,True,False,ENSG00000075624,ENSG00000169717,60,140625,False,False
ACTA1,ACTRT2,0.6839706662983187,0.000909472770294318,0.0,0.8961362314160052,False,0.47480100000000003,SSD,False,False,ENSG00000143632,ENSG00000169717,58,140625,False,False
ACTR1A,ACTRT2,0.8401413122275909,0.0011353117401838712,0.0008329518187479674,0.9462517327170464,False,0.406915,SSD,False,False,ENSG00000138107,ENSG00000169717,10121,140625,False,False
ACTL7A,ACTRT2,0.7596075696221806,0.0008909121015128015,0.0,0.9264501371085266,False,0.321839,SSD,False,False,ENSG00000187003,ENSG00000169717,10881,140625,False,False
ACTR1B,ACTRT2,0.6747913936057883,0.0006934535361280255,0.0010935717182133334,0.8935541803537522,False,0.414894,SSD,False,False,ENSG00000115073,ENSG00000169717,10120,140625,False,False
ACTG1,ACTRT2,0.6171110205811319,0.0006594989695108628,0.0011360101463008298,0.8779113952432236,False,0.48,SSD,True,False,ENSG00000184009,ENSG00000169717,71,140625,False,False
ACTB,ACTRT3,0.3483521706803117,1.0301117146604843,1.0961394136837748,0.7333383620076982,False,0.488,SSD,True,False,ENSG00000075624,ENSG00000184378,60,84517,False,False
ACTA1,ACTRT3,0.947019163501022,1.0743432250322806,1.0638781787081502,0.982728864164044,False,0.480106,SSD,False,False,ENSG00000143632,ENSG00000184378,58,84517,False,False
ACTR1A,ACTRT3,0.7096565957791103,1.0389211443277209,1.078253952266539,0.9070081653707766,False,0.417553,SSD,False,False,ENSG00000138107,ENSG00000184378,10121,84517,False,False
ACTL7A,ACTRT3,0.2520194467041564,1.0674913144096494,1.3024157997769934,0.639907030558567,False,0.305747,SSD,False,False,ENSG00000187003,ENSG00000184378,10881,84517,False,False
ACTR1B,ACTRT3,0.8310839498038451,1.0676407661298408,1.081978562077858,0.9459652055466728,False,0.409574,SSD,False,False,ENSG00000115073,ENSG00000184378,10120,84517,False,False
ACTG1,ACTRT3,0.2888849527519233,1.0428713129581964,1.1140885249275545,0.6833533283257628,False,0.490667,SSD,True,False,ENSG00000184009,ENSG00000184378,71,84517,False,False
ACTB,ACTR1A,0.8752851844803063,5.702565401061338,5.693832097584576,0.9565640508958794,False,0.530667,SSD,True,False,ENSG00000075624,ENSG00000138107,60,10121,False,False
ACTA1,ACTR1A,0.32262492051569536,5.702552656981763,5.579550266370768,0.7131590803438206,False,0.5225460000000001,SSD,False,False,ENSG00000143632,ENSG00000138107,58,10121,False,False
ACTL7A,ACTR1A,0.3023269376197106,5.701305434103989,5.534165388664002,0.6975941105372138,False,0.31264400000000003,SSD,False,False,ENSG00000187003,ENSG00000138107,10881,10121,False,False
ACTR1B,ACTR1A,0.13449264179777715,5.731173796485287,5.651781407148459,0.4754193723009262,False,0.904255,WGD,False,False,ENSG00000115073,ENSG00000138107,10120,10121,False,False
ACTG1,ACTR1A,0.554802176646171,5.683146226194569,5.714486892170581,0.845805813973206,False,0.5333330000000001,SSD,True,False,ENSG00000184009,ENSG00000138107,71,10121,False,False
ACTB,ACTL7A,0.9890660600634716,0.0126765205718754,0.012636440916187193,0.994894818087648,False,0.4320000000000001,SSD,True,False,ENSG00000075624,ENSG00000187003,60,10881,False,False
ACTA1,ACTL7A,0.6515624918857776,0.012788547600348863,0.0098357703922,0.8871422117730154,False,0.4270560000000001,SSD,False,False,ENSG00000143632,ENSG00000187003,58,10881,False,False
ACTR1A,ACTL7A,0.0144810520929787,0.02215001649034032,0.011452809229228254,0.12900967673037894,False,0.361702,SSD,False,False,ENSG00000138107,ENSG00000187003,10121,10881,False,False
ACTR1B,ACTL7A,0.549189167928161,0.013374067279698091,0.011702608488984169,0.8444304668755804,False,0.359043,SSD,False,False,ENSG00000115073,ENSG00000187003,10120,10881,False,False
ACTG1,ACTL7A,0.625851551007624,0.013241596681777957,0.01188159087877552,0.8805601655726752,False,0.429333,SSD,True,False,ENSG00000184009,ENSG00000187003,71,10881,False,False
ACTB,ACTR1B,0.4130979351924775,5.091868890164492,5.050763540815341,0.7723572125095495,False,0.538667,SSD,True,False,ENSG00000075624,ENSG00000115073,60,10120,False,False
ACTA1,ACTR1B,0.12617424784909015,5.056584664054753,5.228192281503076,0.4633236641857485,False,0.5278510000000001,SSD,False,False,ENSG00000143632,ENSG00000115073,58,10120,False,False
ACTR1A,ACTR1B,3.4233097238203503e-10,5.477393799922742,5.012624565741422,2.361707521554303e-08,True,0.904255,WGD,False,False,ENSG00000138107,ENSG00000115073,10121,10120,True,False
ACTL7A,ACTR1B,0.5614724880945128,5.066939276010722,4.981962144680667,0.8512242972319566,False,0.31034500000000004,SSD,False,False,ENSG00000187003,ENSG00000115073,10881,10120,False,False
ACTG1,ACTR1B,0.00826808200797228,5.119516672212173,4.993365076919419,0.08579672536537186,True,0.541333,SSD,True,False,ENSG00000184009,ENSG00000115073,71,10120,False,False
ACTB,ACTBL2,0.15064043393257387,0.3855066045816663,0.4840881762787258,0.5011768119918912,False,0.914667,SSD,True,False,ENSG00000075624,ENSG00000169067,60,345651,False,False
ACTA1,ACTBL2,0.641627770388105,0.4541650576711232,0.3827286654119616,0.8831854011012541,False,0.8753319999999999,SSD,False,False,ENSG00000143632,ENSG00000169067,58,345651,False,False
ACTR1A,ACTBL2,0.5572656798550506,0.397146862010937,0.4575751835495648,0.8477135784177386,False,0.505319,SSD,False,False,ENSG00000138107,ENSG00000169067,10121,345651,False,False
ACTL7A,ACTBL2,0.9177080193553642,0.4513720062324768,0.4307056261172667,0.9709110569109632,False,0.363218,SSD,False,False,ENSG00000187003,ENSG00000169067,10881,345651,False,False
ACTR1B,ACTBL2,0.8469780543873285,0.44533544285147,0.4579781945654267,0.949785640488186,False,0.518617,SSD,False,False,ENSG00000115073,ENSG00000169067,10120,345651,False,False
ACTG1,ACTBL2,0.03809832683648137,0.3918516764307144,0.5273880540591303,0.24111017729781256,False,0.912,SSD,True,False,ENSG00000184009,ENSG00000169067,71,345651,False,False
IGF1R,INSR,6.256785023751532e-05,1.9010745180650042,2.456518370099308,0.0016644108635217,False,0.5727869999999999,WGD,True,False,ENSG00000140443,ENSG00000171105,3480,3643,False,False
IGF1R,INSRR,0.5626893630423622,0.09716880246244766,0.1284130623019046,0.8513509405907128,False,0.536211,WGD,True,False,ENSG00000140443,ENSG00000027644,3480,3645,False,False
ALK,LTK,0.6374467766493772,0.7325259428729571,0.913796818124625,0.8831854011012541,False,0.290741,WGD,False,False,ENSG00000171094,ENSG00000062524,238,4058,False,False
PATZ1,MAZ,0.007784842765337007,7.2518252785300925,7.948478323622498,0.08213990400132055,False,0.224163,SSD,True,False,ENSG00000100105,ENSG00000103495,23598,4150,False,False
LRRC15,LRRC70,0.04969066618578065,0.36717522372783057,0.4671152881972425,0.2788894855218883,False,0.231687,SSD,False,False,ENSG00000172061,ENSG00000186105,131578,100130733,False,False
LRRC15,CPN2,0.4631826576829362,0.06047818881846102,0.01793653403232424,0.8052974741712339,False,0.27598,SSD,True,False,ENSG00000172061,ENSG00000178772,131578,1370,False,False
LRRC15,GP5,0.8077652032205769,0.05201633589289022,0.060178034162663624,0.9383586126317728,False,0.291312,SSD,False,False,ENSG00000172061,ENSG00000178732,131578,2814,False,False
LRRC15,IGFALS,0.015722424369523976,0.20588022959408944,0.3531452584158364,0.13633339805507114,False,0.235094,SSD,True,False,ENSG00000172061,ENSG00000099769,131578,3483,False,False
ISL1,LHX3,0.6094404293243133,0.08796010968303458,0.02270356058253,0.8749295713007178,False,0.295129,SSD,False,False,ENSG00000016082,ENSG00000107187,3670,8022,False,False
ISL1,LHX4,0.07752430560416924,1.085364596441757,1.4161230935329998,0.3573403748773675,False,0.28939800000000004,SSD,False,False,ENSG00000016082,ENSG00000121454,3670,89884,False,False
ISL1,LMX1B,0.03064503872325157,0.6507556938566005,1.29048039810209,0.20866545889866955,False,0.297994,SSD,False,False,ENSG00000016082,ENSG00000136944,3670,4010,False,False
ISL1,LHX8,0.35515227598357746,0.3555546938267735,0.6446130416565901,0.7395177408374459,False,0.269341,SSD,False,False,ENSG00000016082,ENSG00000162624,3670,431707,False,False
ISL1,LHX2,0.05753273534836392,1.2682998187543764,0.40240920878637,0.30409582941223845,False,0.272206,WGD,False,False,ENSG00000016082,ENSG00000106689,3670,9355,False,False
ISL1,LMX1A,0.8415744853293975,0.05557089452399302,0.07545955473709001,0.9468887352834128,False,0.303725,SSD,False,False,ENSG00000016082,ENSG00000162761,3670,4009,False,False
ISL1,ISL2,0.7386531758912261,1.3965364351798628,1.2896171916833898,0.9193600798163776,False,0.759312,WGD,False,False,ENSG00000016082,ENSG00000159556,3670,64843,False,False
ISL1,LHX9,0.02198833380672229,0.4906828643227265,1.2472073217206798,0.16793523070389604,False,0.277937,SSD,False,False,ENSG00000016082,ENSG00000143355,3670,56956,False,False
ISL1,LHX6,0.2634819197046996,0.9404769052067566,0.58837348991286,0.6543273306590601,False,0.252149,SSD,False,False,ENSG00000016082,ENSG00000106852,3670,26468,False,False
ISL1,LHX5,0.2671533207490229,0.1462427793859936,0.01134552068227,0.6572180466875793,False,0.309456,SSD,False,False,ENSG00000016082,ENSG00000089116,3670,64211,False,False
LMO2,LMO4,0.5444777619097303,5.1058829270772055,5.337031784109,0.8421317199363402,False,0.264317,SSD,True,False,ENSG00000135363,ENSG00000143013,4005,8543,False,False
LMO2,LMO3,0.1803988562060388,0.8467515732063964,0.17017274525758005,0.5489631961600625,False,0.281938,WGD,True,False,ENSG00000135363,ENSG00000048540,4005,55885,False,False
LMO2,LMO1,0.1295996793183225,0.5076346447736575,0.044544835538019995,0.4694903558917649,False,0.343612,SSD,True,False,ENSG00000135363,ENSG00000166407,4005,4004,False,False
ZER1,ZYG11B,0.12776536106641168,2.6433351535236604,2.3904726072238462,0.4668864591239421,False,0.26631900000000003,SSD,False,False,ENSG00000160445,ENSG00000162378,10444,79699,False,False
ZER1,ZYG11A,0.03776684652368386,1.0737275279285308,1.7084714787162694,0.24022316360252,False,0.240209,SSD,False,False,ENSG00000160445,ENSG00000203995,10444,440590,False,False
