A1,A2,ttest_p,A2_expr_A1_NE,A2_expr_A1_E,ttest_p_correct,SL,percent_matched_in_paralog,WGD,either_in_complex,in_same_complex,A1_ensembl,A2_ensembl,A1_entrez,A2_entrez,copy_number_driven,nonsense_mutation_driven
YBX3,YBX1,0.17504460561840732,9.761764543261798,10.042944259037776,0.4592196986038082,False,0.518817,SSD,True,False,ENSG00000060138,ENSG00000065978,8531,4904,False,False
MAP1LC3A,MAP1LC3B,0.7433804390540001,5.405215257734168,5.326883767776667,0.9124685496224084,False,0.736,WGD,True,False,ENSG00000101460,ENSG00000140941,84557,81631,False,False
SLC38A1,SLC38A4,0.7660052181580161,0.6650751952062085,0.7833149498074499,0.921833830358768,False,0.493042,SSD,False,False,ENSG00000111371,ENSG00000139209,81539,55089,False,False
SLC38A2,SLC38A4,0.5665598791249418,0.6780227285926242,0.6011459945276308,0.8172446752639454,False,0.624506,SSD,False,False,ENSG00000134294,ENSG00000139209,54407,55089,False,False
SLC38A11,SLC38A3,0.6814017924228506,0.5311818106947669,0.4275985348204308,0.8777878302604589,False,0.248768,SSD,False,False,ENSG00000169507,ENSG00000188338,151258,10991,False,False
NPEPPS,ENPEP,0.760794768464642,0.5129111796474517,0.537452789893408,0.920426136301524,False,0.316649,SSD,False,False,ENSG00000141279,ENSG00000138792,9520,2028,False,False
ABCD4,ABCD3,0.05188949877500725,4.854045719943831,5.281846836080001,0.213063201516339,False,0.26732700000000004,SSD,False,False,ENSG00000119688,ENSG00000117528,5826,5825,False,False
USP19,USP4,0.7061793192683061,4.45263709987634,4.484512968627534,0.8957741853201178,False,0.218464,SSD,False,False,ENSG00000172046,ENSG00000114316,10869,7375,False,False
USP4,USP15,0.017873870354417027,4.6231979599195725,4.9244981927123535,0.09912368955696517,False,0.592939,WGD,False,False,ENSG00000114316,ENSG00000135655,7375,9958,False,False
CYB561,CYB561A3,0.023902451931694928,5.028999611006495,4.433401358361111,0.1228207911405454,False,0.368217,WGD,False,False,ENSG00000008283,ENSG00000162144,1534,220002,False,False
CYBRD1,CYB561A3,0.2160153379731413,5.02463229047791,4.697866879258887,0.5129659265967937,False,0.346154,WGD,False,False,ENSG00000071967,ENSG00000162144,79901,220002,False,False
APLNR,AGTR1,0.06089470228827299,0.32775329481318444,0.8797727489960123,0.2387921068470128,False,0.278947,SSD,False,False,ENSG00000134817,ENSG00000144891,187,185,False,False
PPP1CC,PPP1CA,0.0014528121280391398,7.483990290039082,7.150073074972903,0.013621985880944305,True,0.878338,WGD,True,False,ENSG00000186298,ENSG00000172531,5501,5499,True,False
PPP1CB,PPP1CC,0.6910644376929505,6.746487752891089,6.765188986053767,0.8857692309092572,False,0.8623850000000001,SSD,False,False,ENSG00000213639,ENSG00000186298,5500,5501,False,False
PPP1CA,PPP1CC,0.028289160519221205,6.812393124781906,6.713848651749503,0.1417575288828192,False,0.868035,WGD,True,False,ENSG00000172531,ENSG00000186298,5499,5501,False,False
P2RY6,P2RY4,0.9017795971722421,0.10807710327403083,0.1020812783468,0.9637703215371964,False,0.390244,SSD,False,False,ENSG00000171631,ENSG00000186912,5031,5030,False,False
EPB42,TGM2,0.2516450934388766,4.011364696918181,2.9521235540020907,0.5608281704344666,False,0.313454,WGD,True,False,ENSG00000166947,ENSG00000198959,2038,7052,False,False
RCOR1,RCOR3,0.5720377096659026,4.572645743346817,4.543014002199588,0.8212601372393661,False,0.558763,WGD,True,True,ENSG00000089902,ENSG00000117625,23186,55758,False,False
RCOR2,RCOR3,0.753312085138213,4.562736057741606,4.5239459079492015,0.9152886620714582,False,0.581262,WGD,True,False,ENSG00000167771,ENSG00000117625,283248,55758,False,False
NCOR1,NCOR2,0.0015127475894705865,5.705884366255266,4.739713753910333,0.014111219821779469,True,0.428689,WGD,True,True,ENSG00000141027,ENSG00000196498,9611,9612,True,False
NCOR2,NCOR1,0.03370978402855431,5.347413976570861,4.82542834772,0.16009947036015745,False,0.41607,WGD,True,True,ENSG00000196498,ENSG00000141027,9612,9611,False,False
ANGPTL6,ANGPTL2,0.4134644648164936,1.2670505796400735,0.6857289178305167,0.7177477530208478,False,0.4574470000000001,WGD,False,False,ENSG00000130812,ENSG00000136859,83854,23452,False,False
FGG,ANGPTL2,0.10452841320956008,1.240848940266699,1.976034156399527,0.33712266600742874,False,0.282561,SSD,True,False,ENSG00000171557,ENSG00000136859,2266,23452,False,False
TGFBR1,ACVR1B,0.3094661993989824,3.544537374025868,3.32342648591875,0.630368439761197,False,0.690335,WGD,True,False,ENSG00000106799,ENSG00000135503,7046,91,False,False
DIP2B,DIP2C,0.1640759335124673,2.2097019271210057,1.7326333533512084,0.44150018204020414,False,0.7233499999999999,WGD,False,False,ENSG00000066084,ENSG00000151240,57609,22982,False,False
SEMA3F,SEMA3C,0.014745515639560326,4.0605674926143065,3.128230616956375,0.08680288980051855,True,0.510828,WGD,True,False,ENSG00000001617,ENSG00000075223,6405,10512,False,False
CCDC144A,ANKRD26,0.32416939673768785,2.1323725862763907,2.059733984836829,0.6414721774162015,False,0.435179,SSD,False,False,ENSG00000170160,ENSG00000107890,9720,22852,False,False
TBL1XR1,TBL1X,2.765300093066193e-11,3.5160682092903954,2.7524103775446105,9.49071862129699e-10,True,0.8715949999999999,WGD,True,True,ENSG00000177565,ENSG00000101849,79718,6907,True,False
TBX3,TBX2,0.6777684375585127,1.5035108715967656,1.6904833967063275,0.8762336801129599,False,0.567968,WGD,False,False,ENSG00000135111,ENSG00000121068,6926,6909,False,False
TBX2,TBX3,0.9183958693630244,2.427025895316336,2.4809830830948534,0.9678806989405224,False,0.592697,WGD,False,False,ENSG00000121068,ENSG00000135111,6909,6926,False,False
TBX4,TBX5,0.2035324683476331,0.15026418954268772,0.4183899189451334,0.4937839624190487,False,0.5274730000000001,WGD,True,False,ENSG00000121075,ENSG00000089225,9496,6910,False,False
KCNC1,KCNC3,0.2384074500434396,1.3105388948873578,1.6698412151363713,0.543437533369695,False,0.74188,WGD,False,False,ENSG00000129159,ENSG00000131398,3746,3748,False,False
KCNC4,KCNC3,0.4239984359168436,1.3136229654324487,1.5297997670342554,0.7226613772419077,False,0.667717,WGD,False,False,ENSG00000116396,ENSG00000131398,3749,3748,False,False
KCNA10,KCNA5,0.28702027971764665,0.012367755942249243,0.0029681785395329666,0.6064358043798559,False,0.610568,WGD,False,False,ENSG00000143105,ENSG00000130037,3744,3741,False,False
KCND3,KCND2,0.6534066989150376,0.2612572836875072,0.3463395519408583,0.8659033254287284,False,0.7358779999999999,WGD,True,False,ENSG00000171385,ENSG00000184408,3752,3751,False,False
CALML6,CALM1,0.5057623170444228,8.125774680825987,8.351092084175,0.7803030132676867,False,0.370166,SSD,True,False,ENSG00000169885,ENSG00000198668,163688,801,False,False
CABP4,CABP2,0.02936843105629692,0.00790119514353783,0.07507093457142856,0.14438155700379487,False,0.44,SSD,False,False,ENSG00000175544,ENSG00000167791,57010,51475,False,False
ZBTB45,ZBTB20,0.3922786103097485,0.6669743913527895,0.5736934607508153,0.6988783468691798,False,0.4324850000000001,SSD,False,False,ENSG00000119574,ENSG00000181722,84878,26137,False,False
ZBTB12,ZBTB26,0.7350403247365009,2.484703010605449,2.446881346313333,0.9072592760737768,False,0.32897600000000005,SSD,False,False,ENSG00000204366,ENSG00000171448,221527,57684,False,False
CDK2,CDK3,0.7842825895388598,2.597649606689268,2.578488939392944,0.9275747921789244,False,0.751678,WGD,True,False,ENSG00000123374,ENSG00000250506,1017,1018,False,False
CDK4,CDK6,1.5584958120586498e-13,4.178753434231932,3.2485153569162803,6.299786404743744e-12,True,0.6963699999999999,SSD,True,True,ENSG00000135446,ENSG00000105810,1019,1021,False,False
CDK6,CDK4,7.040134058777644e-06,7.921728612498175,7.59008559539881,0.00011433932011532622,True,0.647239,SSD,True,True,ENSG00000105810,ENSG00000135446,1021,1019,True,False
CDK10,CDK11B,0.0942665577902864,5.594160938640405,5.306781043719999,0.31812777109560475,False,0.4972220000000001,SSD,False,False,ENSG00000185324,ENSG00000248333,8558,984,False,False
ADGRF5,ADGRF1,0.6788698957474526,1.5815736056349108,1.8654210103025453,0.8770343326453242,False,0.223626,SSD,False,False,ENSG00000069122,ENSG00000153292,221395,266977,False,False
ADCY3,ADCY5,0.1970014464852774,0.5288258005201889,0.6975255972141697,0.4855631858492136,False,0.342358,SSD,False,False,ENSG00000138031,ENSG00000173175,109,111,False,False
WHAMM,JMY,0.28103041649015825,2.0367399225539926,2.145029354237817,0.6001176959745786,False,0.365884,WGD,True,False,ENSG00000156232,ENSG00000152409,123720,133746,False,False
NEK1,NEK5,0.28946339017066913,0.23193360336334246,0.09391510824512858,0.6083749027177858,False,0.208398,WGD,False,False,ENSG00000137601,ENSG00000197168,4750,341676,False,False
NEK2,NEK3,0.835332174577895,3.1087666777682843,3.1605677719411998,0.9421859565704441,False,0.29887600000000003,SSD,True,False,ENSG00000117650,ENSG00000136098,4751,4752,False,False
NEK6,NEK7,0.7708680167394626,4.3076469620699465,4.2343829305884615,0.9225050056906318,False,0.685879,WGD,False,False,ENSG00000119408,ENSG00000151414,10783,140609,False,False
CHKA,CHKB,0.07417980553041642,4.560571770237537,4.701192538125301,0.2696172859376907,False,0.492341,WGD,False,False,ENSG00000110721,ENSG00000100288,1119,1120,False,False
CHKB,CHKA,0.5917678000355652,4.468610032167879,4.270243368761428,0.8371987979366794,False,0.56962,WGD,False,False,ENSG00000100288,ENSG00000110721,1120,1119,False,False
CLDN19,CLDN1,0.9449976547129604,3.704608822045466,3.6606016415679,0.9796663245456192,False,0.53125,WGD,True,False,ENSG00000164007,ENSG00000163347,149461,9076,False,False
CLDN7,CLDN1,0.7908645499553698,3.7075112017911835,3.481323748274909,0.928180820570457,False,0.611374,SSD,True,False,ENSG00000181885,ENSG00000163347,1366,9076,False,False
CLDN6,CLDN9,0.8754772911195896,0.7848186629530517,0.7386675309649166,0.9548721409133434,False,0.7136359999999999,SSD,False,False,ENSG00000184697,ENSG00000213937,9074,9080,False,False
TTC7A,TTC7B,2.1615909226655182e-39,3.362475194410081,0.6267202861099062,9.829834720821443e-37,True,0.47505699999999995,WGD,True,False,ENSG00000068724,ENSG00000165914,57217,145567,False,False
TRAF6,TRAF5,0.1541947596359546,2.7895580295862756,3.507430366208333,0.4255727951410192,False,0.262452,SSD,True,False,ENSG00000175104,ENSG00000082512,7189,7188,False,False
TRAF4,TRAF2,0.8291775784013014,4.413042099437648,4.4501199501014295,0.942031782627962,False,0.3,SSD,True,False,ENSG00000076604,ENSG00000127191,9618,7186,False,False
TRAF2,TRAF3,0.028425644180295563,3.780020429883174,3.9380255007744815,0.14182088599400072,False,0.34131700000000004,SSD,True,True,ENSG00000127191,ENSG00000131323,7186,7187,False,False
P3H1,P3H2,0.7246537191401439,3.3762713762377103,3.5259681320874416,0.9040775823840341,False,0.416667,WGD,False,False,ENSG00000117385,ENSG00000090530,64175,55214,False,False
P3H4,CRTAP,0.5979438880846151,6.555597853708662,6.45342626614921,0.8411909763541491,False,0.491991,WGD,False,False,ENSG00000141696,ENSG00000170275,10609,10491,False,False
CD164,CD164L2,0.9014733382045232,0.30226085486965953,0.2865070269871389,0.9637703215371964,False,0.22842600000000002,SSD,False,False,ENSG00000135535,ENSG00000174950,8763,388611,False,False
ABCC3,ABCC1,0.21201575598047465,4.6180303853340945,5.026659895084285,0.5078516042324953,False,0.56909,WGD,False,False,ENSG00000108846,ENSG00000103222,8714,4363,False,False
ABCC6,ABCC1,0.4578312898751321,4.626684220395376,4.41181554754,0.7509150997419627,False,0.4451100000000001,SSD,False,False,ENSG00000091262,ENSG00000103222,368,4363,False,False
ATP6V0A2,ATP6V0A1,2.123077346834143e-32,4.690219379613265,1.7168990022455832,4.290975215434784e-30,True,0.525701,SSD,False,False,ENSG00000185344,ENSG00000033627,23545,535,False,False
ATP6V0A1,ATP6V0A4,0.27742228301366645,0.6043943534296068,0.30333837128435004,0.5957225175931368,False,0.618138,WGD,False,False,ENSG00000033627,ENSG00000105929,535,50617,False,False
NF2,EZR,0.04869714084055394,7.076161946807852,6.541064742895262,0.2064804176899012,False,0.45042,SSD,True,False,ENSG00000186575,ENSG00000092820,4771,7430,False,False
HACD2,HACD1,0.9854142994927588,3.667905759597191,3.6567736383671434,0.9927604937802104,False,0.606299,WGD,False,False,ENSG00000206527,ENSG00000165996,201562,9200,False,False
ENSA,ARPP19,0.038228860794973486,5.954955861980888,5.811919561480369,0.17694223355230732,False,0.6423359999999999,WGD,False,False,ENSG00000143420,ENSG00000128989,2029,10776,False,False
MYLK2,MYLK3,0.4041238929309193,0.2488574550094497,0.3423594679468467,0.7123075205826961,False,0.437919,SSD,False,False,ENSG00000101306,ENSG00000140795,85366,91807,False,False
STK3,STK4,0.8551964131243579,4.162269493096948,4.2087961461228565,0.9491732029727212,False,0.7263970000000001,WGD,True,True,ENSG00000104375,ENSG00000101109,6788,6789,False,False
MAP4K2,MAP4K3,0.7008336082148019,3.7705367224812747,3.6709651917866672,0.8921038021992475,False,0.554878,WGD,False,False,ENSG00000168067,ENSG00000011566,5871,8491,False,False
AHCYL1,AHCYL2,0.05984215345134687,3.0759809522506827,2.916439655856596,0.23663668940869556,False,0.8603770000000001,WGD,False,False,ENSG00000168710,ENSG00000158467,10768,23382,False,False
DNAH5,DNAH9,0.4466824888757871,0.2951647800119503,0.523083880639489,0.7444518589436042,False,0.282439,SSD,False,False,ENSG00000039139,ENSG00000007174,1767,1770,False,False
OLFML3,OLFML1,0.7770532569752052,0.34689579941009996,0.32537203827104466,0.9248931176647788,False,0.32266,WGD,False,False,ENSG00000116774,ENSG00000183801,56944,283298,False,False
ARF4,ARF5,6.388047256192189e-07,7.43750680180925,7.17305776110305,1.1979235009292364e-05,True,0.8611110000000001,WGD,False,False,ENSG00000168374,ENSG00000004059,378,381,True,False
ARF1,ARF3,5.203063284069399e-07,6.685914202106573,6.4305565221431795,1.0052807298955078e-05,True,0.961326,WGD,True,False,ENSG00000143761,ENSG00000134287,375,377,False,False
ARF6,ARF3,0.687465329467775,6.571538601084767,6.600708569270124,0.8824978364868615,False,0.6971430000000001,SSD,False,False,ENSG00000165527,ENSG00000134287,382,377,False,False
ARF3,ARF1,0.4802446158555626,8.375332551873488,8.282062748375333,0.7662850493344459,False,0.961326,WGD,True,False,ENSG00000134287,ENSG00000143761,377,375,False,False
ARL8B,ARL8A,0.4123595464580669,4.440264422632207,4.284456569366,0.7177477530208478,False,0.919355,WGD,False,False,ENSG00000134108,ENSG00000143862,55207,127829,False,False
