entrez_id,essential_percent,category,ensembl_id,symbol,percent_matched_in_paralog,num_paralogs,WGD
50813,0.005376344086021506,Sometimes,ENSG00000111652,COPS7A,0.476364,1,SSD
89766,0.007168458781362007,Sometimes,,,0.0,0,Singleton
2657,0.021505376344086023,Sometimes,ENSG00000130283,GDF1,1.0,2,SSD
127064,0.0,Never,ENSG00000177201,OR2T12,0.953125,25,SSD
27097,0.2132616487455197,Sometimes,ENSG00000135801,TAF5L,0.397284,1,SSD
6869,0.012544802867383513,Sometimes,ENSG00000115353,TACR1,0.584767,3,WGD
6695,0.0,Never,ENSG00000152377,SPOCK1,0.507973,2,WGD
84498,0.0,Never,,,0.0,0,Singleton
9247,0.0,Never,ENSG00000124827,GCM2,0.28458500000000003,1,WGD
22879,0.0,Never,ENSG00000103111,MON1B,0.41864700000000005,1,WGD
79768,0.0,Never,,,0.0,0,Singleton
100131801,0.01971326164874552,Sometimes,,,0.0,0,Singleton
55208,0.0,Never,ENSG00000150401,DCUN1D2,0.382239,3,WGD
1559,0.0,Never,ENSG00000138109,CYP2C9,0.914286,9,WGD
81797,0.0,Never,ENSG00000112462,OR12D3,0.648734,2,SSD
153020,0.0,Never,ENSG00000138670,RASGEF1B,0.680761,2,WGD
128372,0.0,Never,ENSG00000197403,OR6N1,0.653846,4,SSD
81448,0.0,Never,ENSG00000196171,OR6K2,0.5864199999999999,4,SSD
6291,0.0,Never,ENSG00000148965,SAA4,0.515385,2,SSD
5535,0.0,Never,ENSG00000188386,PPP3R2,0.8265899999999999,4,WGD
10001,0.9946236559139785,Broadly,,,0.0,0,Singleton
677,0.17025089605734767,Sometimes,ENSG00000185650,ZFP36L1,0.56213,2,WGD
100144748,0.014336917562724014,Sometimes,,,0.0,0,Singleton
1644,0.0,Never,ENSG00000132437,DDC,0.514583,3,SSD
2204,0.0,Never,,,0.0,0,Singleton
339977,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
8545,0.0,Never,,,0.0,0,Singleton
48,0.0,Never,ENSG00000122729,ACO1,0.608549,2,SSD
223075,0.0,Never,,,0.0,0,Singleton
3113,0.0,Never,ENSG00000231389,HLA-DPA1,0.5769230000000001,5,SSD
7401,0.0,Never,ENSG00000163646,CLRN1,0.33061199999999996,1,SSD
2534,0.0,Never,ENSG00000010810,FYN,0.7392920000000001,10,WGD
124783,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
124995,0.9336917562724014,Broadly,,,0.0,0,Singleton
7360,0.16308243727598568,Sometimes,,,0.0,0,Singleton
92482,0.0,Never,,,0.0,0,Singleton
65987,0.0,Never,ENSG00000151364,KCTD14,0.380392,1,WGD
123606,0.0,Never,ENSG00000170113,NIPA1,0.431611,3,SSD
285643,0.0,Never,ENSG00000226650,KIF4B,0.937601,5,SSD
6283,0.0,Never,ENSG00000163221,S100A12,0.467391,1,SSD
64854,0.0017921146953405018,Sometimes,ENSG00000109189,USP46,0.8879779999999999,1,WGD
1977,0.9910394265232975,Broadly,ENSG00000151247,EIF4E,0.5766129999999999,3,WGD
1634,0.0,Never,ENSG00000011465,DCN,0.5598890000000001,7,SSD
5708,0.9982078853046595,Broadly,,,0.0,0,Singleton
363,0.007168458781362007,Sometimes,ENSG00000086159,AQP6,0.546099,6,WGD
1432,0.06630824372759857,Sometimes,ENSG00000112062,MAPK14,0.719444,6,WGD
5962,0.0,Never,ENSG00000137710,RDX,0.779801,3,WGD
127428,0.0,Never,,,0.0,0,Singleton
10558,0.5340501792114696,Sometimes,,,0.0,0,Singleton
167127,0.005376344086021506,Sometimes,ENSG00000168671,UGT3A2,0.783939,1,SSD
2121,0.0,Never,,,0.0,0,Singleton
118670,0.0,Never,ENSG00000203795,FAM24A,0.628571,1,SSD
131149,0.0,Never,ENSG00000182447,OTOL1,0.339623,8,WGD
26001,0.0,Never,ENSG00000108523,RNF167,0.474286,2,WGD
125962,0.012544802867383513,Sometimes,ENSG00000161807,OR7G1,0.7363339999999999,2,SSD
29099,0.0,Never,,,0.0,0,Singleton
63901,0.0,Never,ENSG00000166801,FAM111A,0.361702,1,SSD
993,0.05555555555555555,Sometimes,ENSG00000164045,CDC25A,0.45229,2,WGD
91133,0.0,Never,ENSG00000154655,L3MBTL4,0.499197,5,WGD
1477,0.992831541218638,Broadly,,,0.0,0,Singleton
100506049,0.0,Never,,,0.0,0,Singleton
7695,0.0,Never,ENSG00000196646,ZNF136,0.546296,31,SSD
4045,0.0,Never,ENSG00000185565,LSAMP,0.544379,4,WGD
204474,0.0,Never,ENSG00000169340,PDILT,0.291096,2,WGD
55209,0.14336917562724014,Sometimes,ENSG00000168137,SETD5,0.323162,1,WGD
10114,0.0,Never,ENSG00000110422,HIPK3,0.518519,2,WGD
10169,0.16666666666666666,Sometimes,,,0.0,0,Singleton
50862,0.0,Never,,,0.0,0,Singleton
149297,0.0017921146953405018,Sometimes,ENSG00000188859,FAM78B,0.7203069999999999,1,WGD
284680,0.005376344086021506,Sometimes,,,0.0,0,Singleton
10213,1.0,Broadly,,,0.0,0,Singleton
10987,0.9982078853046595,Broadly,,,0.0,0,Singleton
2055,0.0,Never,,,0.0,0,Singleton
79345,0.0,Never,ENSG00000279012,OR51B2,0.682692,4,SSD
57507,0.0,Never,ENSG00000168916,ZNF608,0.431878,1,WGD
6921,0.3924731182795699,Sometimes,,,0.0,0,Singleton
653275,0.0,Never,ENSG00000152093,CFC1B,0.995516,2,WGD
51451,0.33154121863799285,Sometimes,,,0.0,0,Singleton
57455,0.0035842293906810036,Sometimes,,,0.0,0,Singleton
55219,0.0,Never,,,0.0,0,Singleton
50861,0.005376344086021506,Sometimes,ENSG00000197457,STMN3,0.622222,3,SSD
9074,0.021505376344086023,Sometimes,ENSG00000184697,CLDN6,0.7136359999999999,12,WGD
166378,0.9838709677419355,Broadly,ENSG00000145375,SPATA5,0.304591,1,SSD
79723,0.0,Never,ENSG00000152455,SUV39H2,0.5853659999999999,1,WGD
6676,0.034050179211469536,Sometimes,ENSG00000061656,SPAG4,0.270023,1,SSD
9855,0.0,Never,ENSG00000006607,FARP2,0.539848,2,WGD
317662,0.0,Never,,,0.0,0,Singleton
100506243,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
84310,0.2168458781362007,Sometimes,,,0.0,0,Singleton
2081,0.0,Never,ENSG00000178607,ERN1,0.4739,1,WGD
56911,0.0,Never,,,0.0,0,Singleton
2330,0.0,Never,ENSG00000131781,FMO5,0.555347,4,SSD
54467,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
51112,0.0,Never,,,0.0,0,Singleton
144608,0.0,Never,,,0.0,0,Singleton
84083,0.0,Never,ENSG00000121988,ZRANB3,0.20111199999999999,1,SSD
115701,0.0,Never,,,0.0,0,Singleton
63934,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
130560,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
55784,0.0,Never,ENSG00000140563,MCTP2,0.4783600000000001,1,WGD
6558,0.0,Never,ENSG00000064651,SLC12A2,0.580033,6,WGD
51024,0.25985663082437277,Sometimes,,,0.0,0,Singleton
5159,0.0035842293906810036,Sometimes,ENSG00000113721,PDGFRB,0.438517,11,WGD
8655,0.46774193548387094,Sometimes,ENSG00000088986,DYNLL1,0.932584,2,WGD
123970,0.0,Never,,,0.0,0,Singleton
1540,0.017921146953405017,Sometimes,,,0.0,0,Singleton
1466,0.0,Never,ENSG00000175183,CSRP2,0.7927460000000001,4,WGD
117156,0.0,Never,ENSG00000164265,SCGB3A2,0.451613,1,SSD
5648,0.0,Never,ENSG00000127241,MASP1,0.410714,4,WGD
3938,0.0,Never,,,0.0,0,Singleton
6559,0.0017921146953405018,Sometimes,ENSG00000070915,SLC12A3,0.516505,7,SSD
4709,0.35663082437275984,Sometimes,,,0.0,0,Singleton
4624,0.0017921146953405018,Sometimes,ENSG00000197616,MYH6,0.926766,13,WGD
84803,0.0,Never,ENSG00000138678,GPAT3,0.6728109999999999,1,WGD
142891,0.008960573476702509,Sometimes,ENSG00000156671,SAMD8,0.35180700000000004,2,SSD
402117,0.0,Never,ENSG00000174453,VWC2L,0.5,1,SSD
886,0.0,Never,ENSG00000163394,CCKAR,0.5,4,WGD
284004,0.0035842293906810036,Sometimes,,,0.0,0,Singleton
50999,0.02867383512544803,Sometimes,ENSG00000117500,TMED5,0.537118,4,WGD
140823,0.9767025089605734,Broadly,,,0.0,0,Singleton
54930,0.982078853046595,Broadly,,,0.0,0,Singleton
2968,0.953405017921147,Broadly,,,0.0,0,Singleton
4245,0.31362007168458783,Sometimes,,,0.0,0,Singleton
2794,0.014336917562724014,Sometimes,ENSG00000204590,GNL1,0.25041199999999997,1,SSD
3237,0.06272401433691756,Sometimes,ENSG00000128713,HOXD11,0.47337299999999993,4,WGD
51088,0.0,Never,ENSG00000109790,KLHL5,0.610596,12,WGD
25936,0.489247311827957,Sometimes,,,0.0,0,Singleton
55218,0.0,Never,,,0.0,0,Singleton
54469,0.0,Never,ENSG00000086666,ZFAND6,0.5528850000000001,1,WGD
145942,0.01971326164874552,Sometimes,,,0.0,0,Singleton
89858,0.0,Never,ENSG00000254521,SIGLEC12,0.589916,9,SSD
27246,0.06989247311827956,Sometimes,ENSG00000265491,RNF115,0.46052600000000005,1,SSD
6391,0.7078853046594982,Sometimes,,,0.0,0,Singleton
644414,0.0035842293906810036,Sometimes,ENSG00000186146,DEFB131A,0.942857,1,SSD
51062,0.0,Never,ENSG00000198513,ATL1,0.648745,2,WGD
115548,0.03942652329749104,Sometimes,ENSG00000157107,FCHO2,0.47284,2,WGD
891,0.8602150537634409,Sometimes,ENSG00000134057,CCNB1,0.498845,4,WGD
29079,0.982078853046595,Broadly,,,0.0,0,Singleton
3834,0.0,Never,,,0.0,0,Singleton
81671,0.9480286738351255,Broadly,,,0.0,0,Singleton
10059,0.6953405017921147,Sometimes,ENSG00000087470,DNM1L,0.40988,5,SSD
93377,0.0,Never,,,0.0,0,Singleton
10471,1.0,Broadly,,,0.0,0,Singleton
23643,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
4250,0.0,Never,ENSG00000110484,SCGB2A2,0.5806450000000001,1,SSD
51700,0.0,Never,ENSG00000166394,CYB5R2,0.59058,2,WGD
9117,0.0,Never,ENSG00000093183,SEC22C,0.4026400000000001,1,WGD
10200,0.08781362007168458,Sometimes,,,0.0,0,Singleton
5897,0.0,Never,,,0.0,0,Singleton
120586,0.010752688172043012,Sometimes,ENSG00000172154,OR8I2,0.354839,3,SSD
23151,0.0,Never,,,0.0,0,Singleton
375611,0.0035842293906810036,Sometimes,ENSG00000170615,SLC26A5,0.392473,9,WGD
9570,0.9659498207885304,Broadly,,,0.0,0,Singleton
90580,0.6326164874551972,Sometimes,,,0.0,0,Singleton
5525,0.0,Never,ENSG00000066027,PPP2R5A,0.7448560000000001,4,WGD
341676,0.0017921146953405018,Sometimes,ENSG00000197168,NEK5,0.378531,3,WGD
83608,0.007168458781362007,Sometimes,,,0.0,0,Singleton
54536,0.0017921146953405018,Sometimes,ENSG00000138190,EXOC6,0.7077110000000001,1,WGD
2791,0.0,Never,ENSG00000127920,GNG11,0.767123,2,SSD
344387,0.0,Never,ENSG00000205111,CDKL4,0.6825399999999999,5,WGD
144423,0.0,Never,,,0.0,0,Singleton
5879,0.6326164874551972,Sometimes,ENSG00000136238,RAC1,0.8436020000000001,9,WGD
83448,0.0,Never,ENSG00000129317,PUS7L,0.226819,1,SSD
120534,0.0,Never,ENSG00000152219,ARL14EP,0.211538,1,SSD
55743,0.0,Never,,,0.0,0,Singleton
91526,0.0017921146953405018,Sometimes,ENSG00000065413,ANKRD44,0.683786,3,WGD
10961,0.0,Never,,,0.0,0,Singleton
28978,0.0,Never,ENSG00000096092,TMEM14A,0.525253,2,WGD
23589,0.0,Never,ENSG00000153048,CARHSP1,0.62585,1,WGD
54059,0.03763440860215054,Sometimes,,,0.0,0,Singleton
119,0.0,Never,ENSG00000075340,ADD2,0.5220389999999999,2,WGD
8892,0.9982078853046595,Broadly,,,0.0,0,Singleton
401250,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
80013,0.0,Never,,,0.0,0,Singleton
255743,0.0,Never,ENSG00000168743,NPNT,0.357983,1,SSD
9474,0.0,Never,,,0.0,0,Singleton
160857,0.0,Never,,,0.0,0,Singleton
26156,0.996415770609319,Broadly,,,0.0,0,Singleton
64386,0.034050179211469536,Sometimes,ENSG00000008516,MMP25,0.460854,14,WGD
613227,0.0,Never,ENSG00000214511,HIGD1C,0.556701,2,WGD
147741,0.0,Never,ENSG00000198028,ZNF560,0.405063,8,SSD
9626,0.0,Never,ENSG00000138472,GUCA1C,0.44497600000000004,11,WGD
84216,0.0035842293906810036,Sometimes,,,0.0,0,Singleton
11278,0.0,Never,ENSG00000118922,KLF12,0.39303499999999997,8,WGD
391253,0.0,Never,,,0.0,0,Singleton
55151,0.0,Never,ENSG00000095209,TMEM38B,0.4089350000000001,1,WGD
125972,0.0,Never,ENSG00000269058,CALR3,0.486979,2,SSD
23568,0.0,Never,,,0.0,0,Singleton
23071,0.025089605734767026,Sometimes,,,0.0,0,Singleton
9712,0.0,Never,ENSG00000148429,USP6NL,0.21065100000000003,11,SSD
8788,0.0017921146953405018,Sometimes,ENSG00000185559,DLK1,0.32376,1,WGD
116039,0.0,Never,ENSG00000164920,OSR2,0.401848,1,WGD
22841,0.0,Never,ENSG00000107560,RAB11FIP2,0.306391,1,SSD
101928603,0.0,Never,,,0.0,0,Singleton
85477,0.0,Never,ENSG00000006747,SCIN,0.602797,5,WGD
81853,0.0,Never,ENSG00000137210,TMEM14B,0.516556,2,WGD
23197,0.7150537634408602,Sometimes,,,0.0,0,Singleton
51306,0.0,Never,ENSG00000031003,FAM13B,0.398907,2,WGD
142683,0.0035842293906810036,Sometimes,ENSG00000158764,ITLN2,0.8030769999999999,1,SSD
64761,0.0035842293906810036,Sometimes,ENSG00000059378,PARP12,0.345221,2,WGD
7417,0.010752688172043012,Sometimes,ENSG00000165637,VDAC2,0.682848,2,WGD
27430,0.0,Never,,,0.0,0,Singleton
28511,0.0,Never,ENSG00000168256,NKIRAS2,0.7015710000000001,1,WGD
51095,0.9982078853046595,Broadly,,,0.0,0,Singleton
116984,0.0,Never,ENSG00000047365,ARAP2,0.318662,2,WGD
57178,0.03225806451612903,Sometimes,ENSG00000108175,ZMIZ1,0.536082,1,WGD
337979,0.0,Never,,,0.0,0,Singleton
128954,0.0017921146953405018,Sometimes,ENSG00000215568,GAB4,0.45993,1,SSD
91749,0.0,Never,,,0.0,0,Singleton
6189,1.0,Broadly,,,0.0,0,Singleton
154007,0.5268817204301075,Sometimes,,,0.0,0,Singleton
7016,0.07885304659498207,Sometimes,ENSG00000107140,TESK1,0.440895,2,WGD
10955,0.017921146953405017,Sometimes,ENSG00000132824,SERINC3,0.589852,4,WGD
81539,0.014336917562724014,Sometimes,ENSG00000111371,SLC38A1,0.493042,5,WGD
206338,0.0,Never,ENSG00000172901,LVRN,0.340404,7,SSD
10049,0.2168458781362007,Sometimes,ENSG00000105993,DNAJB6,0.5398769999999999,6,WGD
23430,0.0,Never,ENSG00000095917,TPSD1,0.8264459999999999,2,SSD
55830,0.0035842293906810036,Sometimes,ENSG00000016864,GLT8D1,0.45552600000000004,1,WGD
6304,0.010752688172043012,Sometimes,ENSG00000182568,SATB1,0.576101,1,WGD
83887,0.0,Never,,,0.0,0,Singleton
57579,0.0,Never,ENSG00000082269,FAM135A,0.361716,1,WGD
81501,0.0,Never,,,0.0,0,Singleton
9034,0.0,Never,ENSG00000121797,CCRL2,0.382022,9,SSD
51534,0.01971326164874552,Sometimes,,,0.0,0,Singleton
55692,0.0,Never,ENSG00000007392,LUC7L,0.738544,2,SSD
84824,0.0,Never,ENSG00000132185,FCRLA,0.30890100000000004,3,SSD
4312,0.0,Never,ENSG00000196611,MMP1,0.571429,15,WGD
29106,0.0,Never,,,0.0,0,Singleton
219621,0.0,Never,,,0.0,0,Singleton
26959,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
6456,0.0,Never,ENSG00000107295,SH3GL2,0.727273,4,WGD
145258,0.0,Never,ENSG00000133937,GSC,0.299611,1,WGD
6634,0.992831541218638,Broadly,,,0.0,0,Singleton
100131211,0.0017921146953405018,Sometimes,ENSG00000189362,NEMP2,0.330935,1,WGD
398,0.0,Never,ENSG00000242173,ARHGDIG,0.488889,2,WGD
58191,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
1581,0.0,Never,ENSG00000167910,CYP7A1,0.380952,4,WGD
9380,0.005376344086021506,Sometimes,,,0.0,0,Singleton
8992,0.08602150537634409,Sometimes,,,0.0,0,Singleton
89941,0.010752688172043012,Sometimes,ENSG00000140983,RHOT2,0.5987060000000001,1,WGD
80149,0.0017921146953405018,Sometimes,ENSG00000163874,ZC3H12A,0.45408999999999994,3,WGD
2254,0.0,Never,ENSG00000102678,FGF9,0.706731,13,WGD
55068,0.0017921146953405018,Sometimes,ENSG00000120658,ENOX1,0.6267499999999999,1,WGD
23232,0.0,Never,ENSG00000108239,TBC1D12,0.465806,1,WGD
129807,0.0,Never,ENSG00000204099,NEU4,0.37827,2,WGD
203102,0.0,Never,ENSG00000197140,ADAM32,0.379924,7,WGD
6457,0.014336917562724014,Sometimes,ENSG00000140600,SH3GL3,0.6647890000000001,4,WGD
1047,0.0,Never,ENSG00000153132,CLGN,0.5721310000000001,2,WGD
388536,0.0,Never,ENSG00000197863,ZNF790,0.47327,26,SSD
259282,0.026881720430107527,Sometimes,,,0.0,0,Singleton
3574,0.0,Never,,,0.0,0,Singleton
285671,0.0,Never,,,0.0,0,Singleton
60412,0.6612903225806451,Sometimes,,,0.0,0,Singleton
3990,0.0,Never,ENSG00000166035,LIPC,0.41483,9,WGD
10130,0.0,Never,ENSG00000143870,PDIA6,0.205285,1,SSD
286006,0.0,Never,,,0.0,0,Singleton
284076,0.0017921146953405018,Sometimes,ENSG00000170703,TTLL6,0.272727,1,SSD
171024,0.0,Never,ENSG00000172403,SYNPO2,0.24187199999999998,1,WGD
55745,0.0,Never,,,0.0,0,Singleton
55638,0.0,Never,ENSG00000147642,SYBU,0.315234,1,SSD
2587,0.0,Never,ENSG00000166573,GALR1,0.363897,3,WGD
55319,0.9910394265232975,Broadly,,,0.0,0,Singleton
389400,0.0,Never,,,0.0,0,Singleton
81563,0.0,Never,,,0.0,0,Singleton
8693,0.007168458781362007,Sometimes,ENSG00000257594,GALNT4,0.5519029999999999,11,SSD
2152,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
64005,0.0,Never,ENSG00000136286,MYO1G,0.598232,8,WGD
3293,0.007168458781362007,Sometimes,ENSG00000130948,HSD17B3,0.4,2,SSD
55341,0.9910394265232975,Broadly,ENSG00000041802,LSG1,0.231003,1,SSD
79023,0.0985663082437276,Sometimes,,,0.0,0,Singleton
2902,0.0,Never,ENSG00000176884,GRIN1,0.227996,7,WGD
79953,0.0,Never,ENSG00000101463,SYNDIG1,0.42248100000000005,1,SSD
153745,0.0,Never,ENSG00000170613,FAM71B,0.47272700000000006,2,SSD
196394,0.0,Never,,,0.0,0,Singleton
2992,0.0,Never,ENSG00000163754,GYG1,0.551429,1,WGD
1671,0.0,Never,ENSG00000164822,DEFA6,0.47,5,SSD
2798,0.0017921146953405018,Sometimes,ENSG00000109163,GNRHR,0.268293,2,SSD
9659,0.5931899641577061,Sometimes,ENSG00000178104,PDE4DIP,0.20956799999999998,1,SSD
90070,0.0017921146953405018,Sometimes,,,0.0,0,Singleton
7726,0.0,Never,ENSG00000234127,TRIM26,0.363636,11,SSD
254394,0.0035842293906810036,Sometimes,,,0.0,0,Singleton
10205,0.0,Never,ENSG00000149573,MPZL2,0.274419,3,SSD
284297,0.0,Never,,,0.0,0,Singleton
3596,0.0035842293906810036,Sometimes,,,0.0,0,Singleton
4188,0.0,Never,ENSG00000112559,MDFI,0.361789,1,SSD
93627,0.0035842293906810036,Sometimes,,,0.0,0,Singleton
22848,0.01971326164874552,Sometimes,ENSG00000115977,AAK1,0.41311099999999995,1,SSD
283652,0.0,Never,ENSG00000188467,SLC24A5,0.398,3,SSD
91074,0.0,Never,ENSG00000148513,ANKRD30A,0.645787,9,SSD
9088,0.9086021505376344,Broadly,ENSG00000127564,PKMYT1,0.24048100000000006,1,SSD
4144,0.967741935483871,Broadly,ENSG00000168906,MAT2A,0.840506,1,WGD
222659,0.0,Never,,,0.0,0,Singleton
2140,0.005376344086021506,Sometimes,ENSG00000158161,EYA3,0.528796,3,WGD
866,0.0017921146953405018,Sometimes,ENSG00000170099,SERPINA6,0.45432100000000003,11,SSD
53353,0.03942652329749104,Sometimes,ENSG00000168702,LRP1B,0.602087,2,WGD
64090,0.0035842293906810036,Sometimes,ENSG00000154252,GAL3ST2,0.447236,3,WGD
26532,0.0017921146953405018,Sometimes,ENSG00000171936,OR10H3,0.898734,13,SSD
4697,0.17562724014336917,Sometimes,ENSG00000189043,NDUFA4,0.617284,1,SSD
283092,0.0,Never,ENSG00000258817,OR4C13,0.8381879999999999,6,SSD
6619,0.996415770609319,Broadly,,,0.0,0,Singleton
528,0.7634408602150538,Sometimes,ENSG00000155097,ATP6V1C1,0.6099479999999999,1,WGD
7812,0.25448028673835127,Sometimes,,,0.0,0,Singleton
440574,0.5609318996415771,Sometimes,,,0.0,0,Singleton
81031,0.0017921146953405018,Sometimes,ENSG00000197496,SLC2A10,0.404806,4,WGD
56943,0.008960573476702509,Sometimes,,,0.0,0,Singleton
126382,0.53584229390681,Sometimes,,,0.0,0,Singleton
10061,0.008960573476702509,Sometimes,,,0.0,0,Singleton
9255,0.0035842293906810036,Sometimes,ENSG00000164022,AIMP1,0.33928600000000003,1,SSD
125893,0.0,Never,ENSG00000180257,ZNF816,0.634409,14,SSD
7104,0.0017921146953405018,Sometimes,ENSG00000169903,TM4SF4,0.49009899999999995,4,SSD
